# This is the list of histogram data!
# Number
0	20620
1	489
2	291
3	86
4	71
5	33
6	55
7	41
8	45
9	35
10	31
11	27
12	29
13	21
14	20
15	20
16	23
17	18
18	13
19	10
20	12
21	11
22	10
23	15
24	14
25	11
26	6
27	6
28	8
29	8
30	9
31	7
32	7
33	5
34	8
35	3
36	10
37	3
38	3
39	3
40	3
41	3
42	3
43	1
44	4
45	2
46	1
47	7
48	2
49	3
50	1
51	3
52	1
53	2
54	2
55	4
56	1
57	4
58	1
59	2
60	2
61	3
62	0
63	2
64	1
65	3
66	1
67	0
68	3
69	3
70	2
71	1
72	2
73	0
74	1
75	2
76	0
77	1
78	1
79	1
80	2
81	2
82	2
83	1
84	4
85	3
86	1
87	1
88	1
89	0
90	3
91	1
92	1
93	0
94	3
95	1
96	3
97	0
98	3
99	0
100	0
101	2
102	1
103	0
104	2
105	0
106	3
107	3
108	0
109	1
110	3
111	0
112	1
113	0
114	1
115	1
116	2
117	2
118	0
119	2
120	0
121	1
122	0
123	1
124	0
125	0
126	1
127	2
128	2
129	1
130	0
131	1
132	1
133	0
134	1
135	0
136	1
137	1
138	0
139	0
140	1
141	0
142	0
143	1
144	0
145	2
146	0
147	1
148	3
149	1
150	1
151	0
152	1
153	1
154	0
155	1
156	1
157	0
158	1
159	1
160	2
161	0
162	1
163	2
164	0
165	0
166	3
167	0
168	0
169	0
170	1
171	3
172	0
173	2
174	2
175	1
176	3
177	0
178	2
179	1
180	0
181	2
182	0
183	0
184	0
185	1
186	2
187	0
188	0
189	0
190	0
191	2
192	2
193	2
194	1
195	2
196	2
197	1
198	1
199	5
200	83
