# This is the list of histogram data!
# Number
0	1533
1	68
2	44
3	30
4	23
5	11
6	19
7	16
8	10
9	9
10	15
11	12
12	9
13	8
14	5
15	7
16	5
17	10
18	5
19	7
20	2
21	4
22	10
23	5
24	5
25	9
26	8
27	3
28	4
29	6
30	1
31	3
32	4
33	5
34	4
35	3
36	1
37	4
38	2
39	6
40	2
41	2
42	2
43	5
44	2
45	1
46	0
47	3
48	2
49	0
50	2
51	3
52	0
53	2
54	1
55	3
56	4
57	1
58	0
59	3
60	4
61	1
62	1
63	1
64	0
65	0
66	1
67	2
68	0
69	1
70	0
71	2
72	3
73	0
74	1
75	1
76	3
77	3
78	1
79	1
80	1
81	1
82	1
83	1
84	1
85	2
86	0
87	1
88	3
89	0
90	0
91	1
92	1
93	0
94	2
95	2
96	1
97	0
98	0
99	2
100	0
101	1
102	0
103	2
104	2
105	0
106	0
107	3
108	1
109	1
110	1
111	1
112	0
113	0
114	1
115	0
116	1
117	0
118	1
119	1
120	0
121	0
122	0
123	0
124	3
125	1
126	1
127	0
128	0
129	0
130	0
131	0
132	0
133	0
134	3
135	2
136	0
137	0
138	1
139	0
140	1
141	2
142	0
143	0
144	1
145	2
146	0
147	0
148	2
149	0
150	1
151	2
152	1
153	0
154	0
155	1
156	1
157	2
158	0
159	0
160	1
161	1
162	1
163	1
164	0
165	1
166	0
167	0
168	0
169	0
170	1
171	0
172	1
173	0
174	1
175	0
176	1
177	1
178	1
179	0
180	1
181	2
182	4
183	0
184	0
185	1
186	1
187	0
188	2
189	0
190	0
191	1
192	1
193	0
194	0
195	0
196	1
197	0
198	1
199	2
200	12
