# This is the list of histogram data!
# Number
0	19521
1	620
2	358
3	139
4	124
5	92
6	99
7	74
8	85
9	62
10	59
11	61
12	68
13	55
14	35
15	48
16	48
17	31
18	44
19	36
20	29
21	25
22	24
23	22
24	24
25	13
26	16
27	22
28	12
29	11
30	21
31	6
32	10
33	9
34	10
35	9
36	3
37	8
38	11
39	5
40	4
41	5
42	8
43	7
44	7
45	8
46	2
47	5
48	3
49	8
50	6
51	5
52	4
53	3
54	6
55	3
56	6
57	5
58	3
59	4
60	2
61	3
62	2
63	5
64	3
65	4
66	3
67	3
68	2
69	4
70	1
71	7
72	3
73	2
74	1
75	3
76	7
77	4
78	4
79	4
80	3
81	5
82	3
83	4
84	4
85	3
86	1
87	2
88	1
89	0
90	4
91	1
92	4
93	2
94	5
95	3
96	3
97	1
98	1
99	0
100	2
101	2
102	1
103	0
104	1
105	1
106	2
107	2
108	2
109	1
110	3
111	1
112	1
113	0
114	0
115	2
116	2
117	2
118	1
119	5
120	3
121	2
122	0
123	1
124	1
125	1
126	4
127	0
128	2
129	2
130	1
131	1
132	3
133	2
134	4
135	2
136	2
137	1
138	3
139	1
140	1
141	1
142	2
143	0
144	0
145	0
146	2
147	4
148	1
149	1
150	2
151	0
152	0
153	0
154	1
155	0
156	0
157	2
158	0
159	1
160	2
161	1
162	1
163	1
164	0
165	2
166	1
167	2
168	5
169	0
170	1
171	3
172	3
173	0
174	1
175	1
176	1
177	1
178	0
179	0
180	2
181	2
182	1
183	1
184	1
185	1
186	2
187	2
188	0
189	1
190	0
191	2
192	3
193	0
194	4
195	1
196	5
197	2
198	3
199	6
200	112
