# This is the list of histogram data!
# Number	cdNum	mark
10909	10	0
10910	13	0
10911	15	0
10912	18	0
10913	200	0
10914	1	1
10915	4	0
10916	14	0
10917	13	0
10918	5	0
10919	1	0
10920	2	0
10921	24	0
10922	200	69
10923	3	0
10924	11	0
10925	109	0
10926	1	0
10927	1	0
10928	52	0
10929	200	0
10930	1	0
10931	35	0
10932	2	0
10933	30	0
10934	4	0
10935	20	0
10936	2	2
10937	46	0
10938	57	35
10939	12	0
10940	1	0
10941	1	0
10942	60	0
10943	26	0
10944	2	0
10945	14	0
10946	1	0
10947	24	0
10948	14	0
10949	1	0
10950	3	0
10951	2	0
10952	5	0
10953	8	0
10954	16	0
10955	17	0
10956	1	0
10957	5	0
10958	13	0
10959	115	0
10960	34	0
10961	31	0
10962	2	0
10963	1	1
10964	71	0
10965	8	0
10966	8	0
10967	1	0
10968	8	0
10969	8	1
10970	62	0
10971	35	0
10972	10	0
10973	1	0
10974	11	0
10975	1	0
10976	166	0
10977	10	0
10978	56	0
10979	7	0
10980	4	0
10981	2	0
10982	26	0
10983	22	0
10984	1	0
10985	14	0
10986	51	0
10987	2	0
10988	3	0
10989	3	0
10990	1	0
10991	21	0
10992	3	0
10993	14	0
10994	9	0
10995	5	0
10996	1	0
10997	1	0
10998	1	0
10999	16	0
11000	14	0
11001	133	0
11002	98	0
11003	11	0
11004	2	0
11005	1	0
11006	1	1
11007	174	6
11008	5	0
11009	6	6
11010	39	0
11011	2	0
11012	13	0
11013	18	0
11014	31	0
11015	1	1
11016	9	0
11017	2	0
11018	1	0
11019	1	0
11020	74	0
11021	19	0
11022	12	0
11023	8	0
11024	1	0
11025	103	0
11026	5	0
11027	80	0
11028	16	0
11029	1	1
11030	73	0
11031	4	0
11032	5	0
11033	24	0
11034	25	0
11035	200	0
11036	1	0
11037	2	0
11038	7	0
11039	1	0
11040	1	0
11041	9	0
11042	20	0
11043	22	0
11044	3	0
11045	5	0
11046	1	0
11047	11	0
11048	16	0
11049	8	0
11050	5	0
11051	11	0
11052	18	0
11053	1	0
11054	12	0
11055	1	0
11056	3	0
11057	56	0
11058	7	0
11059	4	0
11060	3	0
11061	39	0
11062	1	0
11063	1	0
11064	9	0
11065	1	0
11066	11	0
11067	171	0
11068	7	0
11069	2	0
11070	1	0
11071	19	4
11072	14	0
11073	13	0
11074	73	0
11075	11	0
11076	54	0
11077	35	0
11078	14	0
11079	6	0
11080	99	0
11081	200	0
11082	55	0
11083	40	0
11084	1	0
11085	8	0
11086	68	0
11087	90	0
11088	14	0
11089	8	0
11090	5	0
11091	15	0
11092	4	0
11093	8	0
11094	21	0
11095	3	0
11096	8	0
11097	20	0
11098	2	2
11099	2	2
11100	33	0
11101	85	0
11102	5	0
11103	24	0
11104	9	0
11105	37	0
11106	11	0
11107	14	0
11108	15	0
11109	20	0
11110	16	0
11111	1	0
11112	1	0
11113	10	0
11114	48	0
11115	6	0
11116	147	64
11117	1	0
11118	13	0
11119	1	0
11120	6	0
11121	4	0
11122	1	0
11123	2	0
11124	11	0
11125	12	0
11126	1	0
11127	2	0
11128	2	2
11129	115	0
11130	200	145
11131	200	0
11132	21	0
11133	14	0
11134	11	0
11135	69	0
11136	10	0
11137	53	0
11138	1	0
11139	14	0
11140	18	0
11141	22	0
11142	18	0
11143	14	0
11144	1	0
11145	10	0
11146	5	0
11147	68	0
11148	30	0
11149	44	2
11150	4	0
11151	2	2
11152	15	0
11153	12	0
11154	24	0
11155	6	0
11156	42	0
11157	16	0
11158	11	1
11159	26	5
11160	180	0
11161	17	0
11162	6	6
11163	1	0
11164	83	0
11165	10	0
11166	131	0
11167	3	0
11168	45	0
11169	1	0
11170	1	0
11171	93	0
11172	44	0
11173	14	2
11174	6	0
11175	5	0
11176	87	0
11177	2	0
11178	11	0
11179	200	96
11180	13	0
11181	200	0
11182	2	2
11183	1	0
11184	14	0
11185	11	0
11186	4	0
11187	1	0
11188	2	0
11189	62	0
11190	182	0
11191	2	0
11192	16	0
11193	1	0
11194	8	0
11195	12	0
11196	1	0
11197	200	0
11198	1	0
11199	1	0
11200	23	0
11201	13	0
11202	2	0
11203	156	0
11204	23	0
11205	2	2
11206	22	0
11207	1	0
11208	9	0
11209	6	0
11210	55	0
11211	1	0
11212	12	0
11213	8	0
11214	26	0
11215	25	0
11216	4	0
11217	1	0
11218	3	0
11219	19	0
11220	75	0
11221	4	0
11222	16	0
11223	9	0
11224	16	0
11225	4	0
11226	10	0
11227	86	0
11228	1	0
11229	37	0
11230	21	0
11231	1	0
11232	8	0
11233	2	2
11234	16	0
11235	46	0
11236	2	0
11237	10	0
11238	1	0
11239	2	0
11240	5	0
11241	200	0
11242	16	0
11243	6	0
11244	7	0
11245	101	0
11246	6	0
11247	2	0
11248	27	0
11249	5	0
11250	1	0
11251	9	0
11252	4	0
11253	79	0
11254	8	0
11255	2	2
11256	2	0
11257	37	0
11258	9	0
11259	11	0
11260	49	0
11261	2	0
11262	3	0
11263	3	0
11264	15	0
11265	1	0
11266	23	0
11267	1	0
11268	21	0
11269	34	0
11270	2	0
11271	2	0
11272	12	0
11273	2	0
11274	5	0
11275	1	0
11276	60	0
11277	27	0
11278	200	0
11279	9	0
11280	1	0
11281	109	0
11282	176	0
11283	13	0
11284	22	0
11285	8	0
11286	6	0
11287	14	0
11288	1	0
11289	19	0
11290	2	2
11291	1	0
11292	30	0
11293	1	0
11294	1	0
11295	18	0
11296	4	0
11297	22	0
11298	1	0
11299	7	0
11300	200	0
11301	6	0
11302	10	0
11303	3	0
11304	87	0
11305	2	0
11306	9	0
11307	67	0
11308	9	0
11309	4	0
11310	2	0
11311	1	0
11312	1	0
11313	138	0
11314	18	0
11315	1	0
11316	1	0
11317	10	0
11318	3	0
11319	1	0
11320	61	0
11321	1	0
11322	17	0
11323	24	0
11324	6	0
11325	4	0
11326	1	1
11327	11	0
11328	10	0
11329	30	0
11330	9	0
11331	8	0
11332	158	0
11333	1	0
11334	14	0
11335	18	0
11336	13	0
11337	15	0
11338	16	0
11339	17	0
11340	127	0
11341	4	0
11342	21	0
11343	1	0
11344	2	2
11345	163	0
11346	5	0
11347	23	0
11348	1	0
11349	1	0
11350	10	0
11351	1	0
11352	10	0
11353	200	0
11354	2	0
11355	22	0
11356	1	0
11357	3	0
11358	14	0
11359	3	0
11360	14	0
11361	18	0
11362	51	0
11363	19	0
11364	7	0
11365	26	0
11366	2	0
11367	1	0
11368	5	0
11369	33	0
11370	9	2
11371	2	2
11372	13	5
11373	8	0
11374	6	0
11375	3	0
11376	19	0
11377	1	0
11378	3	0
11379	13	0
11380	34	0
11381	1	0
11382	28	0
11383	4	0
11384	17	0
11385	200	177
11386	200	0
11387	12	0
11388	1	0
11389	15	0
11390	12	0
11391	101	0
11392	14	0
11393	55	0
11394	25	0
11395	62	0
11396	19	0
11397	17	17
11398	104	0
11399	180	0
11400	1	0
11401	28	0
11402	1	0
11403	32	0
11404	106	0
11405	2	0
11406	2	0
11407	14	0
11408	21	0
11409	9	0
11410	8	0
11411	2	0
11412	11	0
11413	6	0
11414	1	0
11415	1	0
11416	4	0
11417	36	0
11418	6	0
11419	26	0
11420	38	0
11421	12	0
11422	13	0
11423	24	0
11424	19	0
11425	4	0
11426	12	0
11427	10	0
11428	41	0
11429	18	0
11430	13	0
11431	5	0
11432	1	0
11433	26	0
11434	22	0
11435	8	0
11436	4	0
11437	25	0
11438	2	0
11439	1	0
11440	26	0
11441	137	0
11442	23	0
11443	19	0
11444	10	0
11445	22	0
11446	19	0
11447	24	0
11448	2	0
11449	17	0
11450	28	0
11451	19	0
11452	1	0
11453	22	0
11454	3	0
11455	56	0
11456	13	0
11457	64	0
11458	10	0
11459	1	0
11460	9	0
11461	16	0
11462	19	0
11463	12	0
11464	28	0
11465	19	0
11466	17	0
11467	1	0
11468	7	0
11469	39	0
11470	3	0
11471	9	0
11472	1	0
11473	7	0
11474	9	0
11475	17	0
11476	14	0
11477	1	0
11478	16	0
11479	200	0
11480	14	0
11481	15	0
11482	76	0
11483	6	0
11484	13	0
11485	24	0
11486	20	0
11487	163	0
11488	23	0
11489	96	32
11490	53	0
11491	1	0
11492	32	0
11493	7	0
11494	26	0
11495	18	0
11496	16	0
11497	17	0
11498	6	0
11499	6	0
11500	113	0
11501	1	0
11502	7	0
11503	1	0
11504	8	0
11505	2	0
11506	39	0
11507	200	0
11508	1	0
11509	57	0
11510	19	0
11511	5	0
11512	23	0
11513	13	0
11514	59	0
11515	20	0
11516	42	0
11517	19	0
11518	1	0
11519	15	0
11520	18	0
11521	42	0
11522	200	0
11523	137	0
11524	14	0
11525	148	0
11526	8	0
11527	47	0
11528	1	0
11529	18	0
11530	18	0
11531	1	0
11532	2	0
11533	4	0
11534	1	0
11535	16	0
11536	10	0
11537	200	0
11538	15	0
11539	1	0
11540	30	0
11541	5	0
11542	1	0
11543	2	0
11544	1	0
11545	1	0
11546	15	0
11547	4	0
11548	13	0
11549	1	0
11550	1	0
11551	1	0
11552	15	0
11553	2	2
11554	4	0
11555	11	0
11556	13	0
11557	17	0
11558	10	0
11559	34	0
11560	108	0
11561	15	0
11562	49	0
11563	11	0
11564	26	0
11565	8	0
11566	13	0
11567	9	0
11568	2	0
11569	196	0
11570	10	0
11571	13	0
11572	2	0
11573	24	0
11574	17	0
11575	4	0
11576	13	0
11577	131	0
11578	71	0
11579	1	0
11580	16	0
11581	200	0
11582	11	0
11583	2	2
11584	14	0
11585	67	0
11586	16	0
11587	1	1
11588	1	0
11589	17	0
11590	62	0
11591	14	0
11592	21	0
11593	63	0
11594	16	0
11595	71	0
11596	11	0
11597	90	0
11598	1	0
11599	9	0
11600	30	0
11601	1	0
11602	2	0
11603	21	0
11604	9	0
11605	37	0
11606	25	0
11607	81	0
11608	42	0
11609	18	0
11610	1	0
11611	83	0
11612	1	0
11613	10	0
11614	186	161
11615	14	3
11616	14	0
11617	19	0
11618	6	0
11619	108	0
11620	1	0
11621	22	0
11622	1	0
11623	22	0
11624	12	0
11625	29	0
11626	1	0
11627	25	0
11628	7	0
11629	28	0
11630	2	2
11631	20	0
11632	4	0
11633	9	0
11634	16	0
11635	19	0
11636	10	0
11637	1	0
11638	21	0
11639	19	0
11640	19	0
11641	5	0
11642	1	0
11643	5	0
11644	10	0
11645	1	0
11646	5	0
11647	14	0
11648	127	0
11649	14	0
11650	2	0
11651	18	0
11652	15	0
11653	10	0
11654	7	0
11655	26	0
11656	15	0
11657	1	0
11658	10	0
11659	1	0
11660	1	0
11661	1	0
11662	14	0
11663	2	2
11664	14	0
11665	1	0
11666	13	0
11667	3	0
11668	14	0
11669	1	0
11670	1	0
11671	19	0
11672	48	0
11673	1	0
11674	41	0
11675	18	0
11676	21	0
11677	20	0
11678	45	0
11679	11	0
11680	38	0
11681	3	0
11682	129	0
11683	2	0
11684	1	0
11685	49	0
11686	1	0
11687	6	0
11688	31	0
11689	2	2
11690	4	0
11691	9	0
11692	27	0
11693	19	0
11694	31	0
11695	3	0
11696	1	0
11697	2	0
11698	22	0
11699	17	0
11700	200	0
11701	26	0
11702	1	0
11703	20	0
11704	46	0
11705	1	0
11706	62	0
11707	1	0
11708	3	0
11709	7	0
11710	18	0
11711	8	0
11712	2	2
11713	200	200
11714	200	0
11715	13	0
11716	4	0
11717	6	0
11718	18	0
11719	8	0
11720	34	0
11721	7	7
11722	23	0
11723	140	0
11724	1	0
11725	200	0
11726	10	0
11727	18	0
11728	200	200
11729	25	0
11730	76	0
11731	59	0
11732	39	0
11733	145	0
11734	3	0
11735	200	0
11736	15	0
11737	147	0
11738	10	0
11739	2	0
11740	21	0
11741	55	0
11742	3	0
11743	2	2
11744	6	0
11745	18	0
11746	1	0
11747	9	0
11748	8	0
11749	4	0
11750	64	0
11751	9	0
11752	31	0
11753	72	0
11754	1	0
11755	1	0
11756	1	0
11757	14	0
11758	1	0
11759	74	0
11760	9	0
11761	27	0
11762	1	0
11763	51	0
11764	147	72
11765	25	0
11766	25	0
11767	1	0
11768	25	0
11769	23	0
11770	10	0
11771	1	0
11772	1	0
11773	10	0
11774	7	0
11775	55	0
11776	20	0
11777	2	2
11778	21	0
11779	1	0
11780	1	0
11781	4	0
11782	45	0
11783	1	0
11784	16	0
11785	4	0
11786	3	0
11787	13	0
11788	15	0
11789	9	0
11790	18	0
11791	8	0
11792	1	0
11793	21	0
11794	12	0
11795	1	0
11796	100	0
11797	7	0
11798	83	0
11799	54	0
11800	2	2
11801	152	0
11802	5	0
11803	19	0
11804	135	0
11805	14	0
11806	15	0
11807	8	0
11808	1	0
11809	6	0
11810	14	0
11811	8	0
11812	8	0
11813	9	0
11814	8	0
11815	40	0
11816	43	0
11817	1	0
11818	2	0
11819	21	0
11820	19	0
11821	15	0
11822	12	0
11823	60	0
11824	1	0
11825	12	0
11826	8	0
11827	8	0
11828	2	2
11829	6	0
11830	16	0
11831	2	0
11832	28	0
11833	29	0
11834	6	0
11835	1	0
11836	21	0
11837	1	0
11838	1	0
11839	1	0
11840	1	0
11841	86	0
11842	30	0
11843	83	0
11844	47	0
11845	4	0
11846	8	0
11847	11	0
11848	12	0
11849	21	0
11850	15	0
11851	1	0
11852	4	0
11853	10	0
11854	1	0
11855	5	0
11856	9	0
11857	129	0
11858	30	0
11859	11	0
11860	200	0
11861	23	0
11862	14	0
11863	37	0
11864	1	0
11865	5	0
11866	1	1
11867	1	0
11868	38	0
11869	3	0
11870	89	0
11871	11	0
11872	9	0
11873	7	0
11874	21	0
11875	23	0
11876	22	0
11877	6	0
11878	21	0
11879	148	0
11880	12	0
11881	17	0
11882	2	0
11883	2	0
11884	8	0
11885	17	0
11886	16	0
11887	6	0
11888	1	1
11889	2	0
11890	62	0
11891	115	0
11892	25	0
11893	22	0
11894	22	0
11895	1	0
11896	2	2
11897	9	0
11898	32	0
11899	61	0
11900	31	0
11901	60	0
11902	1	0
11903	38	0
11904	1	0
11905	11	0
11906	4	0
11907	1	0
11908	5	0
11909	9	0
11910	31	0
11911	32	0
11912	30	0
11913	19	0
11914	2	0
11915	175	0
11916	29	0
11917	1	0
11918	13	0
11919	31	0
11920	11	0
11921	91	0
11922	17	0
11923	1	1
11924	10	0
11925	37	0
11926	1	0
11927	5	0
11928	30	0
11929	1	0
11930	39	0
11931	11	0
11932	15	0
11933	30	0
11934	4	0
11935	1	0
11936	200	0
11937	2	2
11938	23	0
11939	9	0
11940	5	0
11941	1	0
11942	15	0
11943	7	0
11944	19	0
11945	2	0
11946	200	0
11947	2	0
11948	3	0
11949	67	0
11950	5	0
11951	4	0
11952	1	0
11953	1	0
11954	17	0
11955	39	0
11956	10	0
11957	47	0
11958	5	0
11959	18	0
11960	13	0
11961	2	0
11962	5	0
11963	3	0
11964	13	0
11965	1	1
11966	9	0
11967	1	0
11968	6	0
11969	200	0
11970	104	0
11971	22	0
11972	187	0
11973	200	0
11974	200	0
11975	16	0
11976	1	0
11977	1	0
11978	1	0
11979	15	0
11980	22	0
11981	11	0
11982	3	0
11983	6	0
11984	14	0
11985	7	0
11986	18	0
11987	17	0
11988	1	0
11989	2	2
11990	6	0
11991	1	0
11992	51	0
11993	56	0
11994	14	0
11995	1	0
11996	15	0
11997	38	0
11998	38	0
11999	1	0
12000	200	0
12001	2	0
12002	12	0
12003	1	0
12004	6	0
12005	8	0
12006	9	0
12007	9	0
12008	30	0
12009	33	0
12010	13	0
12011	16	0
12012	10	0
12013	1	0
12014	1	0
12015	1	0
12016	13	0
12017	11	0
12018	25	0
12019	1	0
12020	30	0
12021	33	0
12022	40	0
12023	19	0
12024	1	0
12025	1	1
12026	5	0
12027	25	0
12028	1	0
12029	1	0
12030	15	0
12031	8	0
12032	19	0
12033	22	0
12034	38	0
12035	1	0
12036	1	0
12037	36	0
12038	136	0
12039	26	0
12040	6	0
12041	1	1
12042	44	0
12043	89	0
12044	31	0
12045	1	0
12046	25	0
12047	28	0
12048	5	0
12049	2	0
12050	17	0
12051	1	0
12052	7	0
12053	12	0
12054	1	1
12055	3	0
12056	15	0
12057	32	0
12058	181	0
12059	7	0
12060	131	0
12061	1	0
12062	2	0
12063	126	0
12064	19	0
12065	1	0
12066	7	0
12067	1	0
12068	2	0
12069	6	0
12070	8	0
12071	7	0
12072	13	0
12073	10	0
12074	5	0
12075	1	1
12076	86	0
12077	7	0
12078	2	0
12079	12	0
12080	2	0
12081	24	0
12082	18	0
12083	19	0
12084	46	0
12085	26	0
12086	5	0
12087	4	0
12088	43	0
12089	6	0
12090	21	0
12091	134	0
12092	43	0
12093	1	0
12094	16	0
12095	1	0
12096	1	1
12097	19	0
12098	8	0
12099	1	0
12100	97	0
12101	19	0
12102	1	0
12103	3	0
12104	63	0
12105	15	0
12106	4	0
12107	1	1
12108	1	0
12109	16	0
12110	23	0
12111	13	0
12112	1	0
12113	34	0
12114	15	0
12115	22	0
12116	10	0
12117	34	0
12118	20	0
12119	5	0
12120	66	0
12121	18	0
12122	1	0
12123	1	0
12124	19	0
12125	16	16
12126	38	0
12127	144	0
12128	1	0
12129	27	0
12130	1	0
12131	21	0
12132	13	0
12133	108	0
12134	1	0
12135	1	1
12136	200	141
12137	12	0
12138	52	0
12139	32	0
12140	32	0
12141	18	0
12142	18	0
12143	2	0
12144	18	0
12145	21	0
12146	2	2
12147	20	16
12148	3	0
12149	22	0
12150	8	0
12151	3	0
12152	4	0
12153	7	0
12154	3	0
12155	6	0
12156	10	0
12157	131	0
12158	9	0
12159	19	0
12160	54	0
12161	19	0
12162	15	0
12163	19	0
12164	49	0
12165	18	0
12166	6	0
12167	24	0
12168	2	0
12169	19	0
12170	15	0
12171	6	0
12172	3	0
12173	1	0
12174	1	0
12175	9	0
12176	33	0
12177	1	0
12178	11	0
12179	20	0
12180	2	0
12181	1	0
12182	2	2
12183	14	0
12184	1	0
12185	11	0
12186	26	0
12187	1	0
12188	22	0
12189	7	0
12190	12	0
12191	25	0
12192	1	0
12193	15	0
12194	7	0
12195	6	0
12196	7	0
12197	13	0
12198	140	0
12199	10	0
12200	8	0
12201	8	0
12202	10	0
12203	20	0
12204	1	0
12205	11	0
12206	15	0
12207	9	0
12208	9	0
12209	2	2
12210	1	0
12211	1	0
12212	6	0
12213	21	0
12214	10	0
12215	6	0
12216	3	0
12217	6	0
12218	200	0
12219	1	0
12220	8	0
12221	15	0
12222	1	0
12223	44	0
12224	2	0
12225	97	0
12226	2	0
12227	51	0
12228	7	0
12229	1	0
12230	13	0
12231	12	0
12232	20	0
12233	26	0
12234	11	0
12235	2	2
12236	6	0
12237	9	0
12238	175	0
12239	1	0
12240	102	0
12241	18	0
12242	11	0
12243	9	0
12244	20	0
12245	4	0
12246	87	0
12247	16	0
12248	1	0
12249	15	0
12250	2	0
12251	13	0
12252	1	0
12253	21	0
12254	15	0
12255	55	0
12256	15	0
12257	13	0
12258	48	0
12259	15	0
12260	1	0
12261	32	0
12262	2	2
12263	18	0
12264	38	0
12265	4	0
12266	71	0
12267	18	0
12268	200	0
12269	166	0
12270	7	0
12271	26	0
12272	19	0
12273	34	0
12274	1	0
12275	7	0
12276	42	0
12277	24	0
12278	12	0
12279	40	0
12280	29	0
12281	200	0
12282	14	0
12283	1	0
12284	4	0
12285	200	0
12286	77	0
12287	5	0
12288	31	0
12289	2	0
12290	33	0
12291	26	0
12292	15	0
12293	22	22
12294	12	0
12295	8	0
12296	13	0
12297	3	0
12298	15	0
12299	1	0
12300	5	0
12301	56	0
12302	11	0
12303	1	0
12304	1	0
12305	25	0
12306	1	0
12307	2	2
12308	8	0
12309	1	0
12310	24	0
12311	8	0
12312	9	0
12313	95	0
12314	13	0
12315	18	0
12316	55	0
12317	155	0
12318	9	0
12319	7	0
12320	7	0
12321	18	0
12322	1	0
12323	1	0
12324	28	0
12325	3	0
12326	8	0
12327	1	0
12328	35	0
12329	11	0
12330	12	0
12331	1	0
12332	15	0
12333	2	0
12334	200	0
12335	116	0
12336	2	0
12337	24	0
12338	3	3
12339	92	0
12340	1	0
12341	4	0
12342	20	0
12343	11	0
12344	78	0
12345	1	0
12346	1	0
12347	18	0
12348	13	0
12349	10	0
12350	12	0
12351	19	0
12352	4	0
12353	11	0
12354	15	0
12355	1	0
12356	1	0
12357	1	0
12358	19	0
12359	2	0
12360	31	0
12361	86	0
12362	1	0
12363	1	0
12364	84	0
12365	1	0
12366	2	0
12367	3	0
12368	81	0
12369	3	0
12370	2	0
12371	176	0
12372	24	0
12373	5	0
12374	3	0
12375	5	0
12376	1	0
12377	2	0
12378	2	0
12379	15	0
12380	166	0
12381	21	0
12382	21	0
12383	1	0
12384	5	0
12385	200	0
12386	10	0
12387	9	0
12388	8	0
12389	4	0
12390	6	6
12391	102	0
12392	5	0
12393	6	0
12394	1	0
12395	4	0
12396	17	0
12397	43	0
12398	11	0
12399	103	0
12400	113	0
12401	1	0
12402	22	0
12403	63	0
12404	14	0
12405	6	0
12406	9	0
12407	12	0
12408	18	0
12409	15	0
12410	18	0
12411	1	0
12412	17	0
12413	1	0
12414	14	0
12415	165	0
12416	24	0
12417	3	0
12418	10	0
12419	1	0
12420	4	0
12421	19	0
12422	7	0
12423	2	0
12424	17	0
12425	77	0
12426	11	0
12427	2	0
12428	200	0
12429	120	0
12430	1	0
12431	1	0
12432	1	0
12433	1	0
12434	5	0
12435	16	0
12436	5	0
12437	11	0
12438	30	0
12439	43	0
12440	1	0
12441	1	0
12442	200	0
12443	12	0
12444	39	0
12445	14	0
12446	49	16
12447	162	0
12448	40	0
12449	10	0
12450	1	0
12451	8	0
12452	6	0
12453	1	0
12454	2	0
12455	49	0
12456	57	0
12457	58	0
12458	2	0
12459	6	0
12460	18	0
12461	1	0
12462	3	0
12463	1	0
12464	1	0
12465	45	0
12466	22	0
12467	9	0
12468	5	0
12469	2	0
12470	1	0
12471	8	0
12472	1	0
12473	33	0
12474	200	0
12475	121	0
12476	28	0
12477	9	0
12478	3	3
12479	1	0
12480	2	0
12481	6	0
12482	2	0
12483	3	0
12484	200	0
12485	12	0
12486	1	0
12487	2	0
12488	25	0
12489	19	0
12490	12	0
12491	12	0
12492	38	0
12493	18	0
12494	1	0
12495	1	0
12496	17	0
12497	32	0
12498	16	0
12499	20	0
12500	2	0
12501	99	0
12502	1	0
12503	1	0
12504	31	0
12505	5	0
12506	9	0
12507	8	0
12508	3	0
12509	3	0
12510	14	0
12511	16	0
12512	5	0
12513	122	0
12514	1	0
12515	26	0
12516	10	0
12517	13	0
12518	2	2
12519	2	0
12520	54	0
12521	5	0
12522	29	0
12523	14	0
12524	2	0
12525	13	0
12526	1	0
12527	50	0
12528	18	0
12529	11	0
12530	10	0
12531	5	0
12532	5	0
12533	12	0
12534	102	0
12535	1	0
12536	37	0
12537	13	0
12538	3	0
12539	29	0
12540	69	0
12541	1	0
12542	20	0
12543	2	2
12544	31	0
12545	3	0
12546	1	0
12547	24	0
12548	12	0
12549	1	0
12550	63	0
12551	7	0
12552	1	0
12553	49	0
12554	14	0
12555	9	0
12556	1	0
12557	13	0
12558	2	0
12559	26	0
12560	22	0
12561	16	0
12562	24	0
12563	7	0
12564	10	0
12565	10	0
12566	17	0
12567	1	0
12568	12	0
12569	10	0
12570	12	0
12571	9	0
12572	24	24
12573	29	0
12574	5	0
12575	17	0
12576	25	0
12577	61	0
12578	31	0
12579	6	0
12580	33	0
12581	47	0
12582	18	0
12583	1	0
12584	118	0
12585	1	0
12586	13	0
12587	1	0
12588	9	0
12589	22	0
12590	4	0
12591	3	0
12592	1	0
12593	1	0
12594	8	0
12595	6	0
12596	23	0
12597	18	0
12598	15	0
12599	1	0
12600	7	0
12601	13	0
12602	1	0
12603	6	0
12604	10	0
12605	14	0
12606	30	0
12607	2	0
12608	200	0
12609	15	0
12610	16	0
12611	16	0
12612	1	0
12613	22	0
12614	10	0
12615	1	0
12616	7	0
12617	24	0
12618	2	0
12619	19	0
12620	67	0
12621	11	0
12622	13	0
12623	9	0
12624	13	0
12625	1	0
12626	14	0
12627	19	0
12628	2	0
12629	1	0
12630	13	0
12631	38	0
12632	5	0
12633	10	0
12634	5	0
12635	13	0
12636	1	0
12637	1	0
12638	5	0
12639	3	0
12640	1	0
12641	1	0
12642	8	0
12643	1	0
12644	7	0
12645	18	0
12646	6	0
12647	68	0
12648	5	0
12649	1	0
12650	14	0
12651	76	0
12652	1	0
12653	5	0
12654	2	0
12655	200	0
12656	2	0
12657	16	0
12658	23	0
12659	25	0
12660	33	0
12661	19	0
12662	36	0
12663	12	0
12664	8	0
12665	26	0
12666	11	0
12667	6	0
12668	200	0
12669	1	0
12670	165	0
12671	15	0
12672	25	0
12673	1	0
12674	14	0
12675	11	0
12676	5	0
12677	34	0
12678	10	0
12679	28	0
12680	11	0
12681	2	0
12682	5	0
12683	37	0
12684	7	0
12685	8	0
12686	3	0
12687	33	0
12688	1	0
12689	1	0
12690	84	0
12691	1	0
12692	2	0
12693	5	0
12694	10	0
12695	9	0
12696	109	0
12697	99	0
12698	1	0
12699	200	0
12700	1	0
12701	15	0
12702	1	0
12703	24	0
12704	10	0
12705	200	0
12706	9	0
12707	22	0
12708	1	0
12709	2	0
12710	7	0
12711	8	0
12712	17	0
12713	16	0
12714	32	0
12715	12	0
12716	21	0
12717	9	0
12718	13	0
12719	1	0
12720	4	0
12721	36	0
12722	1	0
12723	1	0
12724	147	41
12725	17	0
12726	7	0
12727	21	0
12728	133	0
12729	11	0
12730	52	0
12731	15	0
12732	1	0
12733	9	0
12734	17	0
12735	2	0
12736	1	0
12737	2	0
12738	8	0
12739	200	0
12740	10	0
12741	4	0
12742	30	0
12743	7	0
12744	6	0
12745	1	0
12746	11	0
12747	9	0
12748	13	0
12749	9	0
12750	24	0
12751	1	0
12752	2	0
12753	6	0
12754	41	0
12755	4	0
12756	3	0
12757	1	0
12758	22	0
12759	8	0
12760	200	0
12761	15	0
12762	27	0
12763	7	0
12764	13	0
12765	6	0
12766	1	0
12767	37	0
12768	49	0
12769	17	0
12770	1	0
12771	19	0
12772	4	0
12773	10	0
12774	1	0
12775	1	0
12776	122	0
12777	2	0
12778	200	0
12779	10	0
12780	138	0
12781	3	0
12782	63	0
12783	2	0
12784	9	0
12785	1	0
12786	200	159
12787	8	0
12788	15	0
12789	4	0
12790	11	0
12791	21	0
12792	6	0
12793	5	0
12794	1	0
12795	5	0
12796	1	0
12797	13	0
12798	28	5
12799	2	0
12800	4	0
12801	85	0
12802	33	0
12803	72	0
12804	200	0
12805	1	0
12806	1	0
12807	11	0
12808	1	0
12809	1	0
12810	3	0
12811	4	0
12812	4	0
12813	5	0
12814	1	0
12815	10	0
12816	1	0
12817	1	0
12818	1	0
12819	1	0
12820	200	0
12821	32	0
12822	1	0
12823	47	0
12824	8	0
12825	1	0
12826	3	0
12827	1	0
12828	3	0
12829	1	0
12830	28	0
12831	19	0
12832	7	0
12833	1	0
12834	25	0
12835	6	0
12836	1	0
12837	7	0
12838	25	0
12839	8	0
12840	1	0
12841	2	0
12842	200	200
12843	1	0
12844	1	0
12845	1	0
12846	1	0
12847	2	0
12848	22	0
12849	10	0
12850	12	0
12851	1	0
12852	27	0
12853	1	0
12854	1	0
12855	6	0
12856	1	0
12857	6	0
12858	54	0
12859	29	0
12860	1	0
12861	200	183
12862	6	0
12863	36	0
12864	28	0
12865	1	0
12866	19	0
12867	60	0
12868	18	0
12869	1	0
12870	3	0
12871	72	0
12872	29	0
12873	1	0
12874	21	0
12875	20	0
12876	33	0
12877	62	0
12878	2	0
12879	6	0
12880	47	0
12881	5	0
12882	1	0
12883	1	0
12884	15	0
12885	1	0
12886	4	0
12887	11	0
12888	142	0
12889	33	0
12890	18	0
12891	2	0
12892	200	0
12893	5	0
12894	11	0
12895	1	0
12896	11	0
12897	1	0
12898	1	0
12899	1	0
12900	90	0
12901	5	0
12902	31	0
12903	1	0
12904	1	0
