# This is the list of histogram data!
# Number	cdNum	mark
5952	6	0
5953	14	0
5954	21	0
5955	1	0
5956	1	1
5957	36	0
5958	15	13
5959	2	0
5960	18	0
5961	20	0
5962	5	0
5963	16	0
5964	2	0
5965	12	0
5966	4	0
5967	19	0
5968	200	0
5969	19	0
5970	1	0
5971	2	2
5972	101	0
5973	37	0
5974	109	0
5975	2	0
5976	3	0
5977	1	0
5978	5	0
5979	1	1
5980	13	0
5981	6	0
5982	2	0
5983	37	0
5984	3	0
5985	30	0
5986	198	0
5987	1	0
5988	42	0
5989	41	0
5990	1	0
5991	1	1
5992	1	1
5993	2	2
5994	26	0
5995	18	6
5996	34	0
5997	47	0
5998	15	0
5999	1	0
6000	4	0
6001	21	0
6002	1	0
6003	18	0
6004	5	0
6005	76	0
6006	2	0
6007	12	0
6008	1	0
6009	2	0
6010	3	0
6011	4	0
6012	3	0
6013	28	0
6014	8	0
6015	4	0
6016	12	0
6017	164	0
6018	6	0
6019	3	0
6020	200	123
6021	200	200
6022	6	0
6023	2	2
6024	1	0
6025	18	0
6026	2	0
6027	27	0
6028	4	0
6029	4	0
6030	13	0
6031	11	0
6032	3	0
6033	11	0
6034	5	0
6035	66	0
6036	26	0
6037	1	0
6038	17	0
6039	20	0
6040	6	0
6041	31	0
6042	13	0
6043	4	0
6044	7	0
6045	2	2
6046	1	0
6047	7	0
6048	53	0
6049	24	0
6050	16	0
6051	76	0
6052	15	0
6053	5	0
6054	4	0
6055	1	0
6056	18	0
6057	3	0
6058	17	0
6059	2	2
6060	27	0
6061	11	0
6062	4	0
6063	89	0
6064	4	0
6065	200	200
6066	13	0
6067	15	0
6068	47	0
6069	22	0
6070	1	1
6071	6	0
6072	1	0
6073	7	0
6074	1	0
6075	19	0
6076	11	0
6077	10	0
6078	17	0
6079	2	2
6080	11	0
6081	2	2
6082	25	0
6083	19	0
6084	16	0
6085	5	0
6086	2	0
6087	25	0
6088	8	0
6089	74	0
6090	80	0
6091	2	0
6092	91	0
6093	2	0
6094	1	0
6095	8	0
6096	200	0
6097	32	0
6098	12	0
6099	13	0
6100	10	0
6101	95	0
6102	10	0
6103	6	0
6104	34	0
6105	100	0
6106	18	0
6107	2	2
6108	3	0
6109	7	0
6110	23	0
6111	3	3
6112	23	0
6113	136	0
6114	29	0
6115	29	0
6116	101	0
6117	17	0
6118	12	0
6119	14	0
6120	43	0
6121	46	0
6122	13	0
6123	16	0
6124	108	0
6125	31	0
6126	2	0
6127	11	0
6128	200	0
6129	6	0
6130	65	0
6131	30	0
6132	1	0
6133	12	0
6134	5	0
6135	1	0
6136	1	1
6137	1	0
6138	14	0
6139	24	0
6140	14	0
6141	5	0
6142	4	0
6143	13	0
6144	10	0
6145	10	0
6146	13	0
6147	2	2
6148	2	2
6149	22	0
6150	3	0
6151	1	0
6152	3	0
6153	6	0
6154	22	0
6155	200	0
6156	10	0
6157	19	0
6158	200	0
6159	161	0
6160	19	0
6161	1	0
6162	17	0
6163	27	0
6164	1	0
6165	6	0
6166	83	0
6167	2	0
6168	12	0
6169	15	0
6170	93	0
6171	2	0
6172	17	0
6173	4	0
6174	78	0
6175	13	0
6176	1	0
6177	39	0
6178	18	0
6179	1	1
6180	100	0
6181	8	8
6182	2	0
6183	17	0
6184	23	0
6185	21	0
6186	10	0
6187	1	0
6188	1	0
6189	2	0
6190	1	0
6191	64	0
6192	7	0
6193	26	0
6194	9	0
6195	1	0
6196	5	0
6197	166	0
6198	1	1
6199	1	0
6200	12	0
6201	13	0
6202	19	0
6203	11	0
6204	5	0
6205	200	0
6206	29	0
6207	1	0
6208	1	0
6209	20	0
6210	8	0
6211	1	0
6212	20	10
6213	1	0
6214	6	0
6215	1	0
6216	15	0
6217	52	0
6218	200	0
6219	3	0
6220	16	0
6221	3	0
6222	1	0
6223	1	0
6224	24	0
6225	200	200
6226	1	0
6227	13	0
6228	19	0
6229	15	0
6230	20	0
6231	7	0
6232	11	0
6233	142	0
6234	23	0
6235	8	0
6236	25	0
6237	75	0
6238	1	0
6239	2	0
6240	10	0
6241	133	0
6242	3	0
6243	1	0
6244	2	2
6245	20	0
6246	139	0
6247	16	0
6248	11	0
6249	10	0
6250	112	0
6251	9	0
6252	1	0
6253	16	0
6254	4	0
6255	45	0
6256	46	0
6257	1	0
6258	30	0
6259	23	0
6260	1	0
6261	2	0
6262	1	0
6263	12	0
6264	36	0
6265	1	0
6266	24	0
6267	1	0
6268	12	0
6269	6	0
6270	6	0
6271	23	0
6272	16	0
6273	18	0
6274	200	51
6275	13	0
6276	14	0
6277	2	2
6278	1	0
6279	35	0
6280	13	0
6281	1	0
6282	200	0
6283	46	0
6284	1	0
6285	49	0
6286	3	0
6287	19	0
6288	7	0
6289	28	0
6290	17	0
6291	118	0
6292	1	0
6293	200	0
6294	35	0
6295	62	0
6296	9	0
6297	8	8
6298	41	0
6299	43	0
6300	8	0
6301	1	0
6302	36	0
6303	1	0
6304	1	0
6305	24	0
6306	28	0
6307	15	0
6308	5	0
6309	14	0
6310	1	0
6311	15	0
6312	8	0
6313	2	2
6314	10	0
6315	15	0
6316	76	0
6317	41	0
6318	9	0
6319	61	0
6320	13	0
6321	47	0
6322	1	0
6323	15	0
6324	5	0
6325	13	0
6326	20	0
6327	1	0
6328	63	0
6329	15	0
6330	8	0
6331	4	0
6332	28	0
6333	40	0
6334	2	0
6335	57	0
6336	9	0
6337	1	0
6338	2	2
6339	3	0
6340	9	0
6341	26	0
6342	22	0
6343	7	0
6344	44	0
6345	16	0
6346	4	0
6347	21	0
6348	20	0
6349	1	0
6350	200	0
6351	6	0
6352	12	0
6353	3	0
6354	9	0
6355	9	0
6356	1	0
6357	109	0
6358	25	0
6359	44	0
6360	1	0
6361	7	0
6362	15	0
6363	6	0
6364	17	0
6365	19	0
6366	1	0
6367	4	0
6368	2	0
6369	20	0
6370	5	0
6371	40	0
6372	8	0
6373	6	0
6374	2	2
6375	1	0
6376	4	0
6377	10	0
6378	194	0
6379	6	0
6380	27	0
6381	15	0
6382	13	0
6383	26	0
6384	2	0
6385	6	0
6386	5	0
6387	35	0
6388	15	0
6389	8	0
6390	1	0
6391	27	0
6392	55	0
6393	111	0
6394	12	0
6395	14	0
6396	4	0
6397	1	0
6398	138	2
6399	2	2
6400	3	3
6401	49	0
6402	9	0
6403	1	0
6404	14	0
6405	3	0
6406	19	0
6407	26	0
6408	26	0
6409	13	0
6410	5	0
6411	30	0
6412	1	0
6413	1	0
6414	1	0
6415	168	0
6416	31	0
6417	2	0
6418	1	0
6419	12	0
6420	25	0
6421	2	0
6422	29	0
6423	105	0
6424	9	0
6425	9	0
6426	19	0
6427	18	0
6428	1	0
6429	1	0
6430	8	0
6431	3	0
6432	7	0
6433	12	0
6434	12	0
6435	173	0
6436	12	0
6437	27	0
6438	1	0
6439	7	0
6440	1	0
6441	30	0
6442	7	0
6443	13	0
6444	48	0
6445	62	0
6446	2	2
6447	1	0
6448	67	0
6449	3	3
6450	16	0
6451	135	0
6452	12	0
6453	2	0
6454	96	0
6455	7	0
6456	1	0
6457	1	0
6458	6	0
6459	82	0
6460	3	0
6461	10	0
6462	16	0
6463	21	0
6464	6	0
6465	14	0
6466	1	0
6467	3	0
6468	8	0
6469	2	0
6470	12	0
6471	1	0
6472	5	0
6473	4	4
6474	5	0
6475	1	0
6476	9	0
6477	184	0
6478	1	0
6479	13	0
6480	4	0
6481	21	0
6482	7	0
6483	85	0
6484	20	0
6485	2	0
6486	4	0
6487	1	1
6488	1	0
6489	2	0
6490	3	3
6491	18	0
6492	200	0
6493	33	0
6494	22	0
6495	18	0
6496	200	0
6497	17	0
6498	5	0
6499	15	0
6500	56	0
6501	29	0
6502	5	0
6503	46	0
6504	1	1
6505	19	0
6506	11	0
6507	2	0
6508	2	0
6509	13	0
6510	32	0
6511	28	0
6512	1	0
6513	85	0
6514	1	0
6515	5	0
6516	81	0
6517	28	0
6518	18	0
6519	1	1
6520	13	0
6521	18	0
6522	1	0
6523	10	0
6524	15	0
6525	4	0
6526	2	0
6527	20	0
6528	25	0
6529	29	0
6530	1	0
6531	90	90
6532	3	0
6533	12	0
6534	3	3
6535	6	0
6536	2	0
6537	1	0
6538	3	3
6539	1	0
6540	11	0
6541	9	0
6542	15	0
6543	161	0
6544	21	0
6545	12	0
6546	14	0
6547	100	0
6548	18	0
6549	7	0
6550	1	0
6551	15	0
6552	23	0
6553	5	0
6554	1	0
6555	59	0
6556	84	0
6557	49	0
6558	7	0
6559	200	0
6560	14	0
6561	1	0
6562	21	0
6563	18	0
6564	1	0
6565	43	0
6566	30	0
6567	24	0
6568	11	0
6569	16	0
6570	22	0
6571	200	0
6572	17	0
6573	1	0
6574	12	0
6575	74	0
6576	30	0
6577	37	0
6578	10	10
6579	3	3
6580	27	0
6581	36	0
6582	16	0
6583	1	0
6584	63	0
6585	13	0
6586	5	0
6587	5	0
6588	16	0
6589	4	0
6590	14	0
6591	1	0
6592	17	0
6593	8	0
6594	5	0
6595	11	0
6596	26	0
6597	11	0
6598	101	0
6599	94	0
6600	1	0
6601	64	0
6602	13	0
6603	3	0
6604	32	20
6605	3	0
6606	25	0
6607	18	0
6608	4	0
6609	8	0
6610	18	0
6611	15	0
6612	2	0
6613	2	0
6614	22	0
6615	1	0
6616	13	0
6617	2	0
6618	4	0
6619	15	15
6620	13	0
6621	11	0
6622	26	0
6623	10	0
6624	21	0
6625	127	0
6626	200	0
6627	2	0
6628	10	0
6629	3	0
6630	26	0
6631	34	0
6632	14	0
6633	1	0
6634	14	0
6635	133	37
6636	12	0
6637	82	0
6638	29	0
6639	1	0
6640	4	0
6641	37	0
6642	3	0
6643	13	0
6644	11	0
6645	34	0
6646	23	0
6647	57	0
6648	1	0
6649	9	0
6650	9	0
6651	20	0
6652	47	0
6653	18	0
6654	25	0
6655	12	0
6656	18	0
6657	17	0
6658	17	0
6659	6	0
6660	200	75
6661	35	0
6662	1	0
6663	29	0
6664	6	0
6665	16	0
6666	6	0
6667	1	0
6668	33	0
6669	9	0
6670	20	0
6671	2	0
6672	29	0
6673	3	0
6674	26	0
6675	2	0
6676	1	0
6677	23	0
6678	29	0
6679	15	0
6680	1	0
6681	1	0
6682	8	0
6683	16	0
6684	18	0
6685	1	0
6686	3	0
6687	3	0
6688	18	0
6689	1	0
6690	1	0
6691	17	0
6692	185	0
6693	2	2
6694	20	0
6695	33	0
6696	31	0
6697	20	0
6698	15	0
6699	44	0
6700	35	0
6701	6	0
6702	13	0
6703	3	0
6704	13	0
6705	6	0
6706	13	0
6707	14	0
6708	6	0
6709	1	0
6710	8	0
6711	116	0
6712	114	0
6713	200	0
6714	5	0
6715	2	2
6716	5	0
6717	19	0
6718	13	0
6719	17	0
6720	7	0
6721	19	0
6722	1	0
6723	72	0
6724	75	0
6725	1	0
6726	200	0
6727	200	0
6728	5	0
6729	10	0
6730	12	0
6731	15	0
6732	176	0
6733	26	0
6734	4	0
6735	10	0
6736	7	0
6737	2	0
6738	45	0
6739	2	0
6740	31	0
6741	13	0
6742	11	0
6743	2	0
6744	5	0
6745	16	0
6746	10	0
6747	8	0
6748	30	0
6749	14	0
6750	10	0
6751	26	0
6752	32	0
6753	4	0
6754	2	2
6755	20	0
6756	200	6
6757	13	0
6758	14	0
6759	55	0
6760	6	0
6761	7	0
6762	57	0
6763	1	0
6764	11	0
6765	1	0
6766	69	0
6767	13	0
6768	2	0
6769	14	0
6770	200	0
6771	19	0
6772	1	0
6773	11	0
6774	66	0
6775	2	2
6776	32	0
6777	1	0
6778	9	0
6779	24	0
6780	2	2
6781	4	0
6782	23	0
6783	19	0
6784	14	0
6785	34	0
6786	7	0
6787	200	0
6788	18	0
6789	200	0
6790	72	0
6791	40	0
6792	1	0
6793	1	0
6794	1	0
6795	1	0
6796	1	0
6797	200	0
6798	40	0
6799	3	0
6800	6	0
6801	165	0
6802	2	0
6803	9	0
6804	101	0
6805	5	0
6806	2	0
6807	20	0
6808	9	0
6809	16	0
6810	4	0
6811	1	1
6812	4	0
6813	4	0
6814	4	0
6815	1	0
6816	19	0
6817	75	0
6818	1	0
6819	5	0
6820	66	0
6821	3	0
6822	78	0
6823	25	0
6824	42	0
6825	1	0
6826	1	1
6827	87	0
6828	1	0
6829	6	0
6830	10	0
6831	101	0
6832	21	0
6833	4	0
6834	1	1
6835	6	0
6836	25	0
6837	24	0
6838	85	0
6839	1	0
6840	8	0
6841	2	0
6842	1	0
6843	81	0
6844	27	0
6845	27	0
6846	1	0
6847	11	0
6848	110	0
6849	10	0
6850	36	0
6851	13	0
6852	20	0
6853	1	0
6854	1	1
6855	7	0
6856	1	0
6857	1	1
6858	1	0
6859	16	0
6860	3	0
6861	19	0
6862	14	0
6863	5	0
6864	4	0
6865	1	0
6866	122	0
6867	1	1
6868	200	0
6869	17	0
6870	15	0
6871	12	0
6872	22	0
6873	1	0
6874	1	0
6875	1	0
6876	16	0
6877	200	0
6878	1	1
6879	14	0
6880	1	0
6881	2	2
6882	24	0
6883	2	0
6884	16	0
6885	13	0
6886	39	0
6887	8	0
6888	9	0
6889	21	0
6890	16	0
6891	1	0
6892	74	0
6893	119	16
6894	30	0
6895	41	0
6896	3	0
6897	9	0
6898	5	0
6899	2	0
6900	12	0
6901	10	0
6902	15	0
6903	1	0
6904	1	0
6905	1	0
6906	2	0
6907	16	0
6908	3	0
6909	1	1
6910	20	0
6911	1	1
6912	62	0
6913	28	0
6914	19	0
6915	2	0
6916	27	0
6917	31	0
6918	1	0
6919	35	0
6920	16	0
6921	2	2
6922	3	0
6923	5	0
6924	2	2
6925	1	0
6926	15	0
6927	51	0
6928	9	0
6929	4	0
6930	7	0
6931	30	0
6932	7	0
6933	12	0
6934	2	0
6935	1	0
6936	26	0
6937	7	0
6938	5	0
6939	21	0
6940	14	0
6941	10	0
6942	118	0
6943	52	0
6944	60	0
6945	16	0
6946	19	0
6947	1	0
6948	108	0
6949	1	0
6950	26	0
6951	38	0
6952	2	0
6953	1	1
6954	11	0
6955	1	1
6956	1	0
6957	13	0
6958	10	0
6959	35	0
6960	11	0
6961	10	0
6962	16	0
6963	7	0
6964	18	0
6965	22	0
6966	23	0
6967	71	0
6968	17	0
6969	28	0
6970	34	0
6971	3	0
6972	4	0
6973	11	0
6974	62	0
6975	200	0
6976	32	0
6977	3	0
6978	15	0
6979	21	0
6980	48	0
6981	42	0
6982	200	0
6983	46	0
6984	24	0
6985	29	0
6986	7	0
6987	14	0
6988	1	1
6989	15	0
6990	1	0
6991	139	0
6992	1	0
6993	19	0
6994	9	0
6995	4	0
6996	1	0
6997	76	0
6998	27	0
6999	1	1
7000	1	1
7001	6	0
7002	17	0
7003	66	0
7004	4	0
7005	6	0
7006	9	0
7007	11	0
7008	1	0
7009	26	0
7010	1	0
7011	40	0
7012	16	0
7013	6	0
7014	8	0
7015	3	0
7016	48	0
7017	1	0
7018	1	0
7019	3	0
7020	16	0
7021	200	0
7022	125	0
7023	52	0
7024	200	14
7025	2	2
7026	4	0
7027	38	0
7028	21	21
7029	13	0
7030	1	0
7031	1	0
7032	5	0
7033	13	0
7034	7	0
7035	1	0
7036	24	0
7037	2	0
7038	95	0
7039	2	0
7040	15	0
7041	120	0
7042	16	0
7043	14	0
7044	6	0
7045	36	0
7046	6	0
7047	3	0
7048	12	0
7049	50	0
7050	1	0
7051	24	0
7052	142	0
7053	1	0
7054	5	0
7055	16	0
7056	126	0
7057	1	0
7058	1	1
7059	2	0
7060	13	0
7061	38	0
7062	4	0
7063	11	0
7064	18	0
7065	36	0
7066	20	0
7067	1	0
7068	1	0
7069	200	0
7070	6	0
7071	2	2
7072	2	0
7073	5	0
7074	159	0
7075	33	0
7076	17	0
7077	9	0
7078	116	0
7079	1	0
7080	18	0
7081	105	0
7082	7	0
7083	1	0
7084	58	0
7085	8	0
7086	15	0
7087	18	0
7088	15	0
7089	1	0
7090	23	0
7091	6	0
7092	15	0
7093	7	0
7094	1	0
7095	23	0
7096	22	0
7097	1	0
7098	1	0
7099	5	0
7100	7	0
7101	1	0
7102	1	0
7103	5	0
7104	20	0
7105	11	0
7106	1	1
7107	1	0
7108	3	0
7109	31	0
7110	18	0
7111	51	0
7112	18	0
7113	25	0
7114	1	0
7115	1	0
7116	5	0
7117	22	0
7118	50	0
7119	18	0
7120	21	0
7121	71	0
7122	2	2
7123	11	0
7124	9	0
7125	76	0
7126	117	0
7127	18	0
7128	13	0
7129	9	0
7130	2	0
7131	83	0
7132	25	0
7133	1	0
7134	11	0
7135	11	0
7136	26	0
7137	19	0
7138	19	0
7139	1	0
7140	1	0
7141	9	0
7142	32	0
7143	4	0
7144	4	0
7145	81	0
7146	13	0
7147	16	0
7148	200	0
7149	2	0
7150	19	0
7151	5	0
7152	1	0
7153	1	1
7154	9	0
7155	12	0
7156	67	0
7157	24	0
7158	8	0
7159	200	0
7160	1	0
7161	1	0
7162	3	0
7163	1	0
7164	2	0
7165	16	0
7166	57	0
7167	128	0
7168	3	0
7169	2	2
7170	15	0
7171	8	0
7172	24	0
7173	168	0
7174	20	0
7175	75	0
7176	3	0
7177	2	0
7178	200	0
7179	2	0
7180	1	0
7181	22	0
7182	12	0
7183	37	0
7184	5	0
7185	4	0
7186	19	0
7187	1	0
7188	137	0
7189	85	0
7190	1	0
7191	10	0
7192	25	0
7193	11	0
7194	2	2
7195	109	0
7196	47	0
7197	1	0
7198	2	0
7199	33	0
7200	5	0
7201	40	0
7202	2	0
7203	132	0
7204	1	0
7205	112	0
7206	19	0
7207	1	0
7208	3	0
7209	2	0
7210	1	0
7211	1	0
7212	21	0
7213	54	0
7214	185	0
7215	25	0
7216	5	0
7217	6	0
7218	13	0
7219	13	0
7220	2	2
7221	16	0
7222	7	0
7223	15	0
7224	11	0
7225	2	0
7226	2	0
7227	29	0
7228	12	0
7229	9	0
7230	24	0
7231	22	0
7232	200	0
7233	7	0
7234	1	0
7235	4	0
7236	52	0
7237	18	0
7238	1	0
7239	126	0
7240	5	0
7241	32	0
7242	6	0
7243	2	0
7244	13	0
7245	26	0
7246	2	0
7247	1	0
7248	9	0
7249	14	0
7250	8	0
7251	16	0
7252	2	2
7253	12	0
7254	18	0
7255	5	0
7256	30	0
7257	134	0
7258	72	0
7259	33	0
7260	18	0
7261	4	0
7262	26	0
7263	1	0
7264	14	0
7265	35	0
7266	16	0
7267	19	0
7268	1	0
7269	1	0
7270	11	0
7271	6	0
7272	16	0
7273	24	0
7274	14	0
7275	17	0
7276	1	0
7277	8	0
7278	17	0
7279	1	0
7280	2	0
7281	15	0
7282	8	0
7283	5	0
7284	3	0
7285	1	1
7286	1	0
7287	2	2
7288	14	0
7289	30	0
7290	37	0
7291	12	0
7292	1	0
7293	62	0
7294	1	0
7295	3	0
7296	12	0
7297	27	0
7298	3	0
7299	2	0
7300	4	0
7301	155	0
7302	200	38
7303	143	0
7304	1	0
7305	2	0
7306	25	0
7307	14	0
7308	26	0
7309	3	0
7310	1	0
7311	33	0
7312	14	0
7313	26	0
7314	12	0
7315	1	1
7316	2	2
7317	21	0
7318	1	0
7319	8	0
7320	10	0
7321	10	0
7322	7	0
7323	14	0
7324	13	0
7325	14	0
7326	1	1
7327	32	0
7328	7	0
7329	1	0
7330	8	0
7331	14	0
7332	28	0
7333	14	0
7334	9	0
7335	11	0
7336	2	2
7337	4	0
7338	2	2
7339	3	0
7340	3	0
7341	8	0
7342	12	0
7343	17	0
7344	10	0
7345	25	0
7346	4	0
7347	11	0
7348	37	0
7349	92	0
7350	2	0
7351	37	0
7352	8	0
7353	200	0
7354	5	0
7355	10	0
7356	4	0
7357	124	0
7358	24	0
7359	1	1
7360	19	0
7361	16	0
7362	2	2
7363	29	0
7364	10	0
7365	7	0
7366	2	0
7367	34	0
7368	4	0
7369	19	0
7370	200	0
7371	25	0
7372	1	1
7373	2	0
7374	29	0
7375	3	0
7376	18	0
7377	22	0
7378	15	0
7379	9	0
7380	200	0
7381	18	0
7382	89	0
7383	1	0
7384	1	0
7385	12	0
7386	1	0
7387	1	0
7388	11	0
7389	28	0
7390	1	0
7391	102	0
7392	10	0
7393	2	2
7394	83	0
7395	7	0
7396	40	0
7397	82	0
7398	161	0
7399	3	0
7400	2	0
7401	7	0
7402	17	0
7403	200	0
7404	3	0
7405	12	0
7406	12	0
7407	3	0
7408	7	0
7409	1	0
7410	1	0
7411	1	0
7412	92	0
7413	13	0
7414	151	0
7415	1	1
7416	5	0
7417	8	0
7418	1	0
7419	164	0
7420	25	0
7421	85	0
7422	124	0
7423	10	0
7424	1	0
7425	3	0
7426	21	0
7427	3	0
7428	2	0
7429	1	0
7430	2	2
7431	8	0
7432	2	2
7433	8	0
7434	11	0
7435	97	0
7436	12	0
7437	13	0
7438	13	0
7439	6	0
7440	15	0
7441	15	0
7442	89	0
7443	53	0
7444	4	0
7445	2	0
7446	153	0
7447	17	0
7448	15	0
7449	21	0
7450	9	0
7451	110	79
7452	4	0
7453	4	0
7454	200	41
7455	11	0
7456	2	0
7457	17	0
7458	1	0
7459	83	0
7460	5	0
7461	1	1
7462	10	0
7463	2	2
7464	30	0
7465	7	0
7466	10	0
7467	7	0
7468	1	0
7469	1	0
7470	7	0
7471	7	0
7472	17	0
7473	44	0
7474	96	0
7475	3	0
7476	1	0
7477	2	0
7478	24	0
7479	8	0
7480	31	0
7481	5	0
7482	181	0
7483	9	0
7484	1	0
7485	1	1
7486	1	0
7487	18	0
7488	2	2
7489	6	0
7490	12	0
7491	6	0
7492	19	0
7493	4	0
7494	1	0
7495	27	0
7496	17	0
7497	98	0
7498	1	0
7499	20	0
7500	15	0
7501	1	0
7502	21	0
7503	16	0
7504	27	0
7505	13	0
7506	12	0
7507	71	0
7508	1	0
7509	11	0
7510	7	0
7511	1	1
7512	2	2
7513	13	0
7514	1	0
7515	32	0
7516	23	0
7517	61	0
7518	200	0
7519	41	0
7520	24	0
7521	42	0
7522	2	0
7523	1	0
7524	7	0
7525	85	0
7526	73	0
7527	8	0
7528	55	0
7529	29	0
7530	2	0
7531	10	0
7532	6	0
7533	19	0
7534	2	0
7535	6	0
7536	77	0
7537	24	0
7538	17	0
7539	4	0
7540	11	0
7541	1	1
7542	12	0
7543	82	0
7544	2	2
7545	12	0
7546	8	0
7547	8	0
7548	124	0
7549	5	0
7550	194	0
7551	200	0
7552	10	0
7553	34	0
7554	1	0
7555	4	0
7556	6	0
7557	1	0
7558	8	0
7559	10	0
7560	45	0
7561	18	0
7562	11	0
7563	52	0
7564	31	0
7565	16	0
7566	22	0
7567	1	0
7568	38	0
7569	22	0
7570	1	1
7571	1	0
7572	38	0
7573	1	1
7574	24	0
7575	99	0
7576	15	0
7577	12	0
7578	5	0
7579	1	0
7580	20	0
7581	1	0
7582	6	0
7583	37	0
7584	200	200
7585	17	0
7586	32	0
7587	4	0
7588	2	2
7589	11	0
7590	6	0
7591	1	0
7592	200	130
7593	70	0
7594	21	0
7595	44	0
7596	4	0
7597	1	0
7598	10	0
7599	6	0
7600	97	0
7601	18	0
7602	8	0
7603	12	0
7604	15	0
7605	119	0
7606	1	1
7607	5	0
7608	15	0
7609	19	0
7610	2	0
7611	11	0
7612	51	0
7613	1	0
7614	25	0
7615	4	0
7616	1	1
7617	200	174
7618	6	0
7619	25	0
7620	8	0
7621	14	0
7622	200	200
7623	18	0
7624	17	0
7625	6	0
7626	1	0
7627	7	0
7628	8	0
7629	2	0
7630	13	0
7631	21	0
7632	22	0
7633	5	0
7634	31	0
7635	29	0
7636	200	0
7637	1	0
7638	6	0
7639	14	0
7640	16	0
7641	61	0
7642	26	0
7643	8	0
7644	13	0
7645	35	0
7646	1	1
7647	4	0
7648	2	2
7649	43	0
7650	107	0
7651	40	0
7652	4	0
7653	12	0
7654	2	0
7655	137	0
7656	12	0
7657	5	0
7658	5	0
7659	14	0
7660	27	0
7661	7	0
7662	2	0
7663	9	0
7664	18	0
7665	82	0
7666	111	0
7667	200	54
7668	1	0
7669	2	0
7670	23	0
7671	129	0
7672	1	0
7673	16	0
7674	22	0
7675	19	0
7676	30	0
7677	10	0
7678	5	0
7679	1	1
7680	1	0
7681	26	0
7682	13	0
7683	22	0
7684	88	0
7685	3	0
7686	21	0
7687	40	0
7688	46	0
7689	6	0
7690	133	13
7691	2	2
7692	12	0
7693	2	0
7694	200	200
7695	3	0
7696	2	0
7697	5	0
7698	6	0
7699	19	0
7700	12	0
7701	1	0
7702	25	0
7703	2	0
7704	133	0
7705	1	0
7706	12	0
7707	17	0
7708	1	0
7709	14	0
7710	11	0
7711	200	0
7712	39	0
7713	31	0
7714	3	0
7715	1	0
7716	1	0
7717	8	0
7718	1	0
7719	2	2
7720	17	0
7721	200	0
7722	2	2
7723	200	0
7724	1	0
7725	8	0
7726	16	0
7727	5	0
7728	190	0
7729	1	0
7730	8	0
7731	1	0
7732	2	0
7733	20	0
7734	164	0
7735	14	0
7736	18	0
7737	6	0
7738	15	0
7739	4	0
7740	1	0
7741	1	0
7742	16	0
7743	71	0
7744	15	0
7745	2	0
7746	1	0
7747	10	0
7748	2	2
7749	3	0
7750	2	2
7751	18	0
7752	1	0
7753	12	0
7754	1	0
7755	35	0
7756	200	0
7757	8	0
7758	116	0
7759	6	0
7760	28	0
7761	11	0
7762	1	0
7763	31	0
7764	4	0
7765	23	0
7766	200	0
7767	10	0
7768	3	0
7769	57	0
7770	9	0
7771	23	0
7772	14	0
7773	9	0
7774	1	0
7775	2	2
7776	16	0
7777	2	2
7778	70	0
7779	42	0
7780	1	0
7781	19	0
7782	10	0
7783	20	0
7784	50	0
7785	24	0
7786	200	200
7787	26	0
7788	6	0
7789	11	0
7790	2	0
7791	1	0
7792	5	0
7793	14	0
7794	16	0
7795	31	0
7796	24	0
7797	13	0
7798	200	0
7799	13	0
7800	17	0
7801	4	0
7802	13	0
7803	18	0
7804	21	0
7805	39	0
7806	6	0
7807	17	0
7808	2	0
7809	2	2
7810	2	0
7811	17	0
7812	2	0
7813	19	0
7814	2	0
7815	5	0
7816	197	0
7817	12	0
7818	25	0
7819	23	0
7820	1	1
7821	4	0
7822	1	0
7823	6	0
7824	18	0
7825	20	0
7826	51	0
7827	1	0
7828	2	2
7829	1	0
7830	14	0
7831	11	0
7832	19	0
7833	75	0
7834	5	0
7835	18	0
7836	1	0
7837	1	1
7838	46	0
7839	57	0
7840	20	0
7841	200	25
7842	27	0
7843	20	0
7844	39	0
7845	200	0
7846	6	0
7847	18	0
7848	23	0
7849	2	2
7850	20	0
7851	2	0
7852	23	0
7853	200	126
7854	33	6
7855	4	0
7856	69	0
7857	24	0
7858	4	0
7859	1	0
7860	3	0
7861	23	0
7862	46	0
7863	22	0
7864	1	0
7865	14	0
7866	31	0
7867	3	0
7868	13	0
7869	1	1
7870	2	0
7871	1	1
7872	1	0
7873	4	0
7874	5	0
7875	9	0
7876	200	200
7877	2	0
7878	1	0
7879	2	2
7880	24	0
7881	14	0
7882	17	0
7883	59	0
7884	1	0
7885	12	0
7886	34	0
7887	35	0
7888	144	0
7889	10	0
7890	15	0
7891	3	0
7892	25	0
7893	15	0
7894	5	0
7895	3	0
7896	101	0
7897	1	0
7898	20	0
7899	23	0
7900	200	200
7901	4	4
7902	1	0
7903	53	1
7904	4	0
7905	11	0
7906	6	0
7907	20	0
7908	25	0
7909	22	0
7910	161	0
7911	1	0
7912	151	0
7913	2	0
7914	79	0
7915	75	0
7916	35	0
7917	8	8
7918	2	2
7919	84	23
7920	68	0
7921	17	0
7922	66	0
7923	1	0
7924	23	0
7925	40	0
7926	17	0
7927	1	0
7928	20	0
7929	51	0
7930	1	0
7931	7	0
7932	113	0
7933	55	0
7934	3	0
7935	31	0
7936	171	0
7937	32	0
7938	14	0
7939	107	0
7940	37	0
7941	162	0
7942	11	0
7943	1	0
7944	33	0
7945	20	0
7946	2	2
7947	15	0
